"","V1","V2"
"23","Further assistance to help Swedenfight forest fires: more support has now been offered by Germany, Lithuania, Poland& Denmark(Following firefighting aircrafts from Italy & France earlier this week) http://europa.eu/!tg73cN    #rescEU #EUProtects","liberalerna"
"24","”...skolan är Sveriges viktigaste framtidsfråga. Det finns ingen bättre integrationspolitik än en bra skola, ingen bättre jobbpolitik än en bra skola. Vi måste lyfta resultaten i skolan, det är helt avgörande för Sveriges framtid.” #därförLiberalerna","liberalerna"
"25","Katederundervisning funkar helt enkelt.","liberalerna"
"26","Den psykiska ohälsan bland unga är oroväckande. Om detta skriver @AnnaStarbrink och jag i @dagenssamhalle idag.","liberalerna"
"27","Personlig assistans ger frihet och framtidstro. Nu känner många hotet från regeringens LSS-politik. En av dem som vet hur det känns är Julia Renström, tillsammans skriver vi i @TidningenNU och på min blogg:","liberalerna"
"28","Det EU som nu går samman på ett fantastiskt sätt och skickar hit helikoptrar, flygplan och markstyrkor för att hjälpa till att släcka skogsbränderna - det vill alltså V och SD lämna. De ligger lågt med det nu.","liberalerna"
"29","Ingen liten sannolikhet att det blir ett Brexit utan avtal med EU. Toryregeringens krav troligen omöjliga gå till mötes, de vill båda äta kakan och ha den kvar. Brexit kan sluta med kaos, och återupptagen konflikt i Nordirland.","liberalerna"
"30","Vänsterpartiet hade kunnat stoppa neddragningarna inom LSS, om ni hade prioriterat detta i era budgetförhandlingar med regeringen.","liberalerna"
"31","Det där med solidaritet mellan EU-länderna är kanske inte så tokigt ändå, eller vad säger @sdriks & @vansterpartiet ?","liberalerna"
"32","55 % av britterna vill hellre stanna i EU än lämna med en Brexit utan avtal (som det nu lutar åt).De som drev fram Brexit hade ingen aning om vad de ville ha i stället.","liberalerna"
"33","Älskar EU.","liberalerna"
"34"," Det olämpliga är inte att Telia köper TV4, utan att staten är storägare i Telia.","liberalerna"
"35","Psykisk ohälsa bland barn och unga är ett stort bekymmer. Jag och @LottaEdholm presenterar förslag från @liberalerna : Stärk skolhälsovården med team för psykisk ohälsa. Bygg ut den psykiska hälsovården för barn mm.","liberalerna"
"36","Det jobbet @MalmstromEU gör med EU behöver mer uppmärksamhet här hemma. En politisk rockstjärna och jag är stolt att tillhöra @liberalerna tillsammans med henne","liberalerna"
"37","L vill öka den polisiära närvaron i yttre tjänst med 2000 poliser & återupprätta #Polisen förmåga i arbetet mot narkotika: här min debatt mot justitieministern #svpol https://www.riksdagen.se/sv/dokument-lagar/dokument/interpellation/narkotikapolisens-formaga_H510543 …","liberalerna"
"38"," We've signed the Economic Partnership Agreement with Japan, the biggest-ever #EUtrade deal creating an open trade zone of 600+ million people. 
 The signing ceremony in Tokyo. http://bit.ly/eujapansignature …
 See what's inside the deal. http://bit.ly/eujapaninfo ","liberalerna"
"39","Efter 4 år med rödgrön regering behöver svensk sjukvård förändring.  @Liberalerna vill se en kraftfull reformagenda för sjukvården med primärvårdslyft, kapade köer och bättre utbildningsmöjligheter för vårdens medarbetare.","liberalerna"
"40","Att staten tar över stora TV4, när staten redan äger SVT med sina två stora TV-kanaler är ingen liten sak. Det ska råda mångfald i etern. Märkligt att regeringen godkänt detta. Visar att statens ägande av Telia bör upphöra.","liberalerna"
"41","Helt rätt av Allan Widman (L)! Använd försvarets helikoptrar för att bekämpa bränderna mer effektivt. #svpol","liberalerna"
"42","Ofrivillig ensamhet gör att många, inte minst äldre, far illa med sämre hälsa och livskvalitet. Jag och @BarbroWesterho presenterar en rapport från @liberalerna om hur vi vill att bekämpa social isolering. Ingen ska behövs dö ensam.","liberalerna"
"43","Att länder som Sverige skulle lämna EU är Putins våta dröm. SD o V inne på mycket farligt spår när de kräver Swexit.","liberalerna"
"44","Skriver i DN om säkerheten vid vallokalerna, med @LottaEdholm och @OlofssonMorgan","liberalerna"
"45","Inte alls bra att #Polisen blir lovad extra resurser för fler anställda och så blir det inget i budget. @liberalerna kräver resurser för att dels locka tillbaka poliser som slutat dels för att kunna anställa fler poliser och utredare i vår budget #svpol","liberalerna"
"46","Debatten om V och Kuba fortsätter i Aftonbladet.","liberalerna"
"47","Läs @LottaEdholm, @FredrikMalm och @OlofssonMorgan idag! Kaoset i Almedalen får inte upprepas i våra vallokaler i höst.","liberalerna"
"48","Ett stort tack till alla er som kämpar mot bränderna. Med extrem hetta, bristfälliga resurser och utan vila. Ni är hjältar.","liberalerna"
"49","Funktionsnedsatta med assistans har fått betala priset för den rödgröna regeringens politik. Ska de behöva betala i fyra år till? Skriver med kollegorna Bengt Eliasson och @LinaNordquist.","liberalerna"
"50","Bra av @RogerHaddadLib #IS #Daesh","liberalerna"
"51","Läs gärna fina minnesord över Per Ahlmark och Ola Ullsten som nyligen lämnat oss. Sin generations ”unga liberaler” minns med värme deras ledarskap och känsla för demokrati. Olika personligheter men med engagemanget gemensamt.","liberalerna"
"52","Skriver idag @ExpressenDebatt om @liberalerna förslag mot #IS  #terrorism och extremism. S röstade ner vårt förslag i juni. #svpol","liberalerna"
"53","Unga iranier spelar musik. Förbjudet. Polisen ingriper. Unket. Stötta @AlinejadMasih #MyStealthyFreedom","liberalerna"
"54","IS-återvändare ska omgående utredas för brott av polisen. Skjutningarna i Vivalla visar hur aktuellt ärendet är, skriver Roger Haddad (L).","liberalerna"
"55","Det är dags för en stor vårdreform för att ge patienterna nära vård utan köer med fast husläkare och fler vårdcentraler. Allinansen och Läkarförbundet har samsyn om inriktningen. @HeidiStensmyren  @anderswjonsson @CamillaWalterss @AckoAnkarberg","liberalerna"
"56","Håller @jsjostedt gäng på och fraterniserar med den kubanska diktaturen? Frågar @FredrikMalm på goda grunder.","liberalerna"
"57","Är Kubas diktatur okej igen, Jonas Sjöstedt? Klokt av @FredrikMalm.","liberalerna"
"58","För att kunna bekämpa hedersfötryck måste vi våga se problemet och dess omfattning. Socialdemokraterna i Tierp vägrar. Det är att ignorera de utsatta flickorna och pojkarna.","liberalerna"
"59","Märkligt svar idag av justitieministern på min fråga om att systematiskt börja granska kvaliteten vid #polisutbildningen. Svaret är att det inte kommer vidtas några åtgärder. Den 9 sept har vi möjlighet att ändra på detta. #Polisen #svpol","liberalerna"
"60","Läs @FredrikMalm om hur Vänsterpartiet samarbetar med den kubanska regimens svenska lobbygrupp.","liberalerna"
"61","Är det inte märkligt att SD är så fixerade vid andras ursprung, men helst inte vill tala om sitt eget ursprung?","liberalerna"
"62","11 juli. Årsdagen av folkmordet i Srebrenica. Nationalismens konsekvenser i Europa. De som idag drömmer om ett mer nationalistiskt Europa är okunniga eller naiva.","liberalerna"
"63","Idag minns vi Srebrenica. Det var i juli 1995 som Ratko Mladic styrkor intog staden och dödade 8 000 bosniakiska män och pojkar. FN tittade på när säkerhetszonerna föll. Låt oss aldrig glömma de värsta illdåden. Och låt oss aldrig glömma offren.","liberalerna"
"64","EU och Nato. Grundpelare för den liberala västvärldens existens. De måste försvaras mot historielösa populister och nationalister.","liberalerna"
"65","”Såväl Nato som Europaprojektet är satt under press. Båda måste försvaras.” <U+2066>@dn_ledare<U+2069> lyfter fram @liberalerna tydliga försvar för EU och Nato. Båda två är grunden för en demokratisk värld.","liberalerna"
"66","Håller med Jan Björklund. SD måste utmanas i grunden inte bara om deras otäcka människosyn och inställningen till invandring utan lika mycket om bristen på miljö- och klimatpolitik och deras sanslösa önskan att ta Sverige ut ur EU. Om detta blir tydligt borde stödet för SD rasa!","liberalerna"
"67","Inför en obligatorisk språkförskola som omfattar alla nyanlända barn och barn till nyanlända från tre år, skriver @HeleneOdenjung på GT debatt i dag. 
https://www.expressen.se/gt/debatt-gt/barn-till-nyanlanda-ska-ga-i-forskola/ …

#svpol #gbgpol","liberalerna"
"68","Till @johanssonmorgan @socialdemokrat. Efter det uppmärksammade fallet i Örebro med personer kopplade till terrorism och Islamiska staten, #IS utmanar jag dig på en debatt om Sveriges beredskap. Till detta har @liberalerna även inlämnat skriftlig fråga i riksdagen. #svpol","liberalerna"
"69","Good to see that @MalmstromEU and @PavloKlimkin are advancing the trade and economic integration agenda between Ukraine and EU.","liberalerna"
"70","Sveriges hantering av #IS terrorister/återvändare, inhemska extremister är undermålig och fungerar inte. Det har det inte gjort oavsett om ministern hetat Alice Bah Kuhnke, Anders Ygeman eller Morgan Johansson. Det är obegripligt att så lite hänt sedan terrorsamtalen 2015. #svpol","liberalerna"
"71","What has Europe ever done for us @BorisJohnson ?","liberalerna"
"72","Nyheter som denna gör mig illa berörd. Ensamhet och att känna sig utlämnad är förfärligt. Det kan inte bara få handla om praktiska behov. Sociala, känslomässiga, mänskliga! behov måste också få räknas när en äldre människa ber om hjälp.","liberalerna"
"73","Kaos i Storbritannien. De som drev igenom Brexit hade ingen aning om vad de ville ha i stället. SD:s linje om Swexit vore förödande för Sverige.","liberalerna"
"74",".@liberalerna upprepar vårt krav efter inslaget i @svtorebro om misstänkt person med #IS-koppling: utred alla återvändare direkt för brott vid hemkomsten. Följer även upp detta i riksdagen #svpol #terrorism","liberalerna"
"75","To be able to dance is a human right -not a crime. Release #MaeadeMahi Give iranian women freedom. Support #mystealthyfreedom @AlinejadMasih","liberalerna"
"76","Har i två år krävt obligatorisk utredning av alla återvändare från #IS, regeringen avslår förslaget.Jag kommer att gå till val på att ändra lagen, Sveriges beredskap mot #terrorism får inte bli ett lotteri.
#svpol","liberalerna"
"77","Meeting with Foreign Minister of Ukraine @PavloKlimkin before the #EUUkraine summit, to discuss our trade and cooperation agenda.","liberalerna"
"78","Liberal Sunday watch: @liberalerna leader @bjorklundjan: ""Never, during my political life, basic liberal values have been so threatened. Never have my political commitment felt as important as today."" Watch it all again here>> https://goo.gl/VrUHMg  #Almedalen","liberalerna"
"79","Läs! @ninalundstrom @liberalerna skriver klokt på  @SVTOpinion om SD:s unkna kvinnosyn","liberalerna"
"80","Liberal Sunday watch: In this week's #Almedalen in Sweden,
@bjorklundjan, @liberalerna leader, delivered a passionate speech on the importance of liberal values & the benefits of EU cooperation  Watch it all again here  >> https://goo.gl/VrUHMg ","liberalerna"
"81","Hur går matchen?@bjorklundjan vet.","liberalerna"
"82","”Sverigedemokraterna har samma agenda som  nationalister i andra länder. Feminismen anses splittra nationen. Politiken handlar om att minska kvinnors rätt att bestämma över sin egen kropp och begränsa kvinnans frihet”, skriver Nina Lundström @liberalerna","liberalerna"
"83","Jag skriver om hotet mot kvinnors frihet. Individers frihet. Liberalismen och nationalismen är varandras motpoler. #liberalism #mänskligarättigheter #feminism","liberalerna"
"84",".@liberalerna kräver i riksdagen: 100mkr extra till #Tullen, skärpt smugglingslag mot införsel av illegala vapen, skärpt straff för innehav av handgranater. Vi avsätter också 10mdr extra utöver regeringen 2018-2020 för att stoppa avhoppen och säkra #Polisen förmåga #svpol","liberalerna"
"85","Här tar vännerna och partikamraterna ett sista farväl av Ola Ullsten. ”En statsman”.","liberalerna"
"86","Förödande för Sverige, svensk ekonomi och svenska jobb. Swexit blir stor fråga i valrörelsen. EU är historiens mest framgångsrika fredsprojekt och en ekonomisk motor.","liberalerna"
"87","Kloka @ninalundstrom SD vill backa bandet, minska jämställdhet. Lägg din röst på ett parti som har individens frihet som sitt politiska mål. Du ska ha rätten att bestämma över din kropp, ha frihet att välja din väg i livet självklart val @liberalerna","liberalerna"
"88","Val 2018 Metro TV
Jan Björklund i stor intervju med sjuåriga Lucy: ""Har du tjuvat?""
<U+2066>@bjorklundjan<U+2069> <U+2066>@liberalerna<U+2069>","liberalerna"
"89","Excellent news - EU Member States just gave their green light for the trade agreement between the EU and Japan, so it can be signed at the summit in Brussels on Wednesday. The deal will open huge market opportunities for both sides.","liberalerna"
"90","Här är debatten mellan mig och Morgan Johansson. Avslöjar regeringens korthus till polisbudget och påminner om S tre åriga besparingar på #Polisen i @ExpressenTV: Kan säkerhetsföretag avlasta polisen? #svpol","liberalerna"
"91","Liberalerna har bäst skolpolitik enligt väljarna, och passerade just sossarna. MP går inte riktigt att urskilja där nere i högen.","liberalerna"
"92","Socialdemokraternas förslag för att begränsa friskolorna skulle innebära att ett stort antal populära skolor runt om i Sverige skulle tvingas stänga.

Vi  valfrihet.","liberalerna"
"93","Stolt att tillhöra ett parti som tydligt står upp mot NMR. #ingennazismpåvåragator @MariaArnholm ","liberalerna"
"94","Det här varnade @liberalerna för. Varför släptes lagen igenom? En otydlig och rättsosäker lag som med all tydlighet framkom av Lagrådets massiva kritik och nu detta från Migrationsdomstolen. Ett hafsverk som drabbar enskilda, som väcker falska förhoppningar.","liberalerna"
"95","Jag och Liberalerna har gång på gång påpekat att det är orimligt att avskaffa identitetskraven i gymnasielagen för ensamkommande. Regeringen och C har struntat i all kritik och rundat lagrådet. Nu vägrar domstolen tillämpa lagen. Min kommentar finns här: https://www.facebook.com/fmalm1/posts/10160566329460324 …","liberalerna"
"96","”När kvinnor får mer pengar i plånboken blir samhället mer jämställt” 
Anna Horn säger som det är hos @dagensnyheter","liberalerna"
"97","De praktiska momenten i polisutbildningen har trängts undan allt mer. Denna utveckling måste hejdas så att de blivande poliserna får tillräcklig kunskap, såväl teoretisk som praktisk. Det skriver Roger Haddad, rättspolitisk talesperson för Liberalerna https://www.svd.se/forkastlig-utveckling-for-polisutbildningen …","liberalerna"
"98","Den djupa finanskrisen är en av orsakerna bakom den oro och det missnöje som lett till ökad extremism i Europa. Precis som på 30-talet. Ett viktigt svar är mer samarbete om ekonomisk politik i EU för att förebygga och dämpa nya kriser. @viktorbk","liberalerna"
"99","I eftermiddag för vi Ola Ullsten till sista vilan. Statsminister, partiledare, socialliberal ideolog och pragmatisk politiker. RIP","liberalerna"
"100","”Jag är kritisk till delar av det fria skolvalet, det skapar vissa problem, men att en elev som bor i Tensta inte ska få välja en bättre skola i innerstan är ett mycket större problem.” säger Joar ”Joar Forssell” Forssell","liberalerna"
"101","Jo, det som SD föreslår för Sverige är precis det kaos och det elände som EU-folkomröstningen försatt britterna i. Farligt!","liberalerna"
"102","SD: Sverige ska lämna EU under kommande valperiod, men vi vill inte prata om det före valet.","liberalerna"
"103","""Aldrig under mitt politiska liv har grundläggande liberala värderingar varit så hotade. Aldrig har mitt politiska engagemang känts så viktigt som idag.""
@bjorklundjan","liberalerna"
"104","Nassar utanför Liberalernas tält. De möter ett visst motstånd. Det gör de.","liberalerna"
"105","Förstår att @svtnyheter längtar tillbaka till @liberalerna dag i Almedalen och talet av @bjorklundjan.","liberalerna"
"106"," Maria är min partisekreterare! 

Hade jag inte varit på väg hem när den här bilden togs hade jag stått där. 
Sida vid sida. De hatar allt vi står för. Men @liberalerna viker inte ner!
 #almedalen","liberalerna"
"107","Tusentals i manifestation mot nazisterna. @bjorklundjan @liberalerna stod upp för friheten av vara den man vill.","liberalerna"
"108","En röst på SD är en röst på kaos.","liberalerna"
"109","På en presskonferens i Almedalen presenteras Alliansen gemensamma förslag för att öka tryggheten och stoppa det dödliga våldet i Sverige. https://t.sr.se/2NqIq64 ","liberalerna"
"110","Det är riktigt längesedan jag blev så arg, upprörd. #rasister #nazister #hat #hot  #almedalen #liberalerna #demokrati","liberalerna"
"111","Vår riksdagsledamot @AbdouSaid och en man som vägrar kalla Said för svensk. Nazister kommer till L-tält men vi backar inte.","liberalerna"
"112","L passerar S i förtroende när det gäller skola, enl DN Ipsos idag. Förtroendet för MP o Fridolin obefintligt.","liberalerna"
"113","Copyright mandatet har nu röstats ner i Europaparlamentet!","liberalerna"
"114","Nej, det blir ingen generell övervakning av allt som laddas upp på Internet. Inte heller inskränkning av möjlighet att sprida information på Internet. Vi backar lagförslaget till Parlamentet och reviderar det innan det blir lag. Mycket glädjande och bra!","liberalerna"
"115","Kärlek > Nazism","liberalerna"
"116","Nazister attackerade @SverigeIsrael i Almedalen. Två personer skadade, men inte allvarligt. 

Det är med en stark känsla av overklighet jag skriver detta. Men det är verklighet. Nazister jagar judar i Almedalen.","liberalerna"
"117","På lördag blir det Brexit!","liberalerna"
"118","Så stolt över @MariaArnholm som inte vek en tum när nazisterna spärrade framför tältet hos @liberalerna #almedalen2018 #ochjagprotesterade","liberalerna"
"119","Vi kommer aldrig ge vika för nazisterna och hatet. Partisekreterare @MariaArnholm backar inte en tum när NMR blockerar utanför L-tältet. #Almedalen","liberalerna"
"120","","liberalerna"
"121","Alliansen presenterar en viktig och bärande del av vår gemensamma reformagenda: Ökad trygghet – för alla.
Se pressträffen:","liberalerna"
"122","Alliansen lovar att höja lönerna för Sveriges poliser för att locka 10 000 fler till yrket, säger partiledarna på en gemensam pressträff @alliansswe @nya_moderaterna @kdriks @liberalerna @Centerpartiet","liberalerna"
"123","Pressträff med Alliansens partiledare, idag kl. 11.00 Visby strand. Partiledarna går gemensamt från Visby hotell 10.50. Välkomna!","liberalerna"
"124","Sitter rödgröna kvar med SD-stöd? Löfvén måste svara.","liberalerna"
"125","Liberalernas @liberalerna @LarsTysklind har besökt @Vi_skogen i Kenya. Det handlar om mer än att bara plantera träd. I grunden om överlevnad. Det kändes angeläget, menar han. #planteratträd  Tack Lars!","liberalerna"
"126","Varför avslog de övriga partierna återigen @liberalerna förslag i riksdagen om att skärpa lagen om olovlig kårverksamhet för att underlätta lagföring av organisering av terrorverksamhet på svensk mark? Bestämmelsen är gammal och straffskalan är låg. Apropå debatten om #NMR #svpol","liberalerna"
"127","Så är det.","liberalerna"
"128","Full fart i dag i tältet. Här kommer en tråd med intervju-länkar med politiker som pratar på temat #prio1 #flerpoliser Först ut i dag: @RogerHaddadLib @liberalerna","liberalerna"
"129","Om ingen tänjer gränser och överraskar kommer vi inte vidare sa @bjorklundjan i kvällens tal i #almedalen ang konst och tolerans. Och dessutom spelade han #whitneyhouston. Hur kommer @annieloof och @SwedishPM och övriga partiledare lyfta kulturen kommande dagar?","liberalerna"
"130","Bästa tröjan! @liberalstudent vinner alla dagar i veckan! En regnbågsenhöring!  @OskarMatti utnämns härmed till bäst klädd i #almedalen","liberalerna"
"131","Detta har jag & @liberalerna försökt lyfta ibland helt ensamma i tre år i riksdagen. Götblad är även chef för region Mitt där min valkrets Västmanland ingår, hon känner väl till hur tufft det är hoppas jag #svpol #Polisen @P4Vastmanland @svtvastmanland @VLTrss","liberalerna"
"132","""I Sverige har man mer åtgärdsprogram, i Finland har man mer åtgärder"" - bra poäng av @bjorklundjan om hur vi ska öka antalet elever som klarar skolan.","liberalerna"
"133","För att vi ska kunna ha ett samhälle som bejakar alla individers frihet måste vi prata om var gränsen för toleransen går. Min frihet slutar där din frihet börjar, säger @GulanAvci","liberalerna"
"134","Skriver idag @SvDDebatt @liberalerna kräver att #polisutbildningen återfår sina fältveckor för studenterna, men också att den ska kvalitetsgranskas systematiskt #svpol #Almedalen","liberalerna"
"135","Att påminna om förintelse-överlevaren Hedi Frieds ord är så viktigt. I dagar när en politisk grupp i Sverige förnekar förintelsen(!).Från boken ”Handbok för demokrater. Hur gör en enskild människa för att skydda demokratin ”   #mänskligarättigheter #demokrati","liberalerna"
"136","Heja @liberalerna","liberalerna"
"137",".@liberalerna vill göra den största lönesatsningen av alla partier på svensk polis redan i år med motsvarade 4000kr/mån/polis. Det finns inget viktigare än att stoppa avhoppen och locka tillbaka poliser som slutat framförde jag hos @polisforbundet #svpol","liberalerna"
"138","Vi har försummat språkets betydelse för att få ett jobb, säger @GulanAvci #VästsvenskaArenan #Almedalen #liberalakvinnor2018","liberalerna"
"139","Grymt tal av @bjorklundjan igår. Läs @ToveLifvendahl idag.","liberalerna"
"140","Kloka ord av @RogerHaddadLib  ! https://www.svd.se/forkastlig-utveckling-for-polisutbildningen … #Svpol #Polis","liberalerna"
"141","eXAKT","liberalerna"
"142","Tack @bjorklundjan för ett fantastiskt bra tal, det var i samma klass som Jannes fotbollslag. Nu följer vi Jannes exempel och tar SM guldet i politik.","liberalerna"
"143","Björklunds budskap till Åkesson: Åk hem och läs historia","liberalerna"
"144","Belinda, apropå EU-omröstning och att Björklund @liberalerna går till val på forts EU-medlemskap. Inte bara <U+2066>@sdriks<U+2069> utan oxå V:s Sjöstedt (han sa det igår @SVTOpinion<U+2069> ) vill att SE <U+2066>lämnar EU. Så ja, mkt angeläget att gå i strid mot två växande EU-fientliga partier.","liberalerna"
"145","Tack för beröm ","liberalerna"
"146","Engagerat och engagerande tal av @bjorklundjan Det finns inget viktigare än en skola i världsklass #liberalerna @liberalerna #Almedalsveckan","liberalerna"
"147","”Framtiden byggs inte av nationalism, den byggs av liberal framstegsoptimism”. Ett starkt ideologiskt tal av @liberalerna:s @bjorklundjan i #Almedalen Heja!","liberalerna"
"148","Bra tal av Jan Björklund i Almedalen ikväll. Om öppenhet, frihet och framtidstro. Han visade att vi ska vara ett EU-land och att EU-länder är vinnare.

 ""Det viktiga är vart du är på väg, inte var du kommer ifrån."" 

 ""Jimmie Åkesson: Gå hem och läs på historia.""","liberalerna"
"149","Riktigt j*vla bra tal av @bjorklundjan, helt enkelt. Rekommenderar tittning för alla! https://www.svtplay.se/video/18352886/partiledartal-i-almedalen/partiledartal-i-almedalen-jan-bjorklund-l-2?cmpid=del:an:07-03-2018:partiledartal-i-almedalen:pla:lp-app …","liberalerna"
"150","Lysande tal av @bjorklundjan @liberalerna i #almedalen2018","liberalerna"
"151","”Den liberala revolutionen de senaste 30 åren har inneburit att världen aldrig har varit bättre än idag” säger @bjorklundjan och krossar på","liberalerna"
"152","Jan Björklund attackerar Jimmie Åkessons och @sdriks beslut att gå till val på att Sverige ska lämna EU (helst under nästa mandatperiod). Stor tydlighet om vad som står på spel. Och vad en röst på SD innebär.","liberalerna"
"153","”Nationalister bygger murar. Liberaler bygger broar” Ett ideologiskt tal av @bjorklundjan i @liberalerna som tydliggör varför värderingar är viktiga. Tydlighet om varför liberalerna aldrig kommer regera eller förhandla med Sd. Bra! #almedalen","liberalerna"
"154","Jan Björklund kritiserar SD för att vilja driva fram ett nationalistiskt Europa: “Jimmie Åkesson, gå hem och läs historia!”  https://omni.se/just-nu-jimmie-akesson-ga-hem-och-las-historia/a/wEQmWA … #svpol #almedalen @liberalerna @bjorklundjan","liberalerna"
"155","JävLaRR vilket pangtal @bjorklundjan levererar!","liberalerna"
"156","LIVE-TV K-G Bergström: ”Ett starkt ideologiskt tal”. Följ Eftersnacket efter Jan Björklunds tal i Expressen TV. #Almedalen
https://www.expressen.se/nyheter/almedalen/almedalen-2018--folj-politikerveckan-i-visby-med-expressen/ …","liberalerna"
"157","""För liberaler är det självklart att försvara de allra mest utsatta. Det var liberaler som införde LSS och assistans, och vi kommer att fortsätta försvara den. Liberalerna behövs i regeringen för att försvara assistansen."" @bjorklundjan","liberalerna"
"158","""Fridolin skulle fixa skolan på hundra dagar. Nu har det gått fjortonhundra dagar och fler niondeklassare blir underkända nu än när han började. Liberalerna behövs i regeringen för att skolan ska sättas först."" @bjorklundjan","liberalerna"
"159","","liberalerna"
"160","Orsaken till Europas utveckling är de värderingar som bär upp EU-samarbetet. De värderingarna stavas Liberalism!  Mer liberalism, M E R kunskap & integration och EU! 

EU samarbetet ska utvecklas!

Så bra @bjorklundjan @liberalerna #svpol #Almedalen2018 #liberalerna #frihet","liberalerna"
"161","”Framtiden byggs inte av inskränkt nationalism den byggs av liberal framstegsoptimism” -> den starkaste applåd jag hört i #almedalen i år ","liberalerna"
"162","","liberalerna"
"163","Starkt ideologiskt tal av Björklund (L) i Almedalen. Viktiga påminnelser om de mörka tider som väntar om populism och auktoritära lärar vinner mark.","liberalerna"
"164","""Jimmie Åkesson - gå hem och läs historia!"" Jan Björklunds uppmaning till Jimmie Åkesson möts av veckans mest kraftfulla applåder. #almedalen","liberalerna"
"165","Tack @bjorklundjan för att du är så tydlig med vikten av EU-samarbetet! ”Framtiden behöver EU” ","liberalerna"
"166","Vi behöver samarbeta mer om klimatet. 

Vi behöver samarbeta mer mot terror och gränsöverskridande brottslighet. 

Vi behöver samarbeta mer för att lösa flyktingkrisen. 

Vi behöver samarbeta mer för att stärka företagens konkurrenskraft.

Ensam är inte stark. Ensam är ensam","liberalerna"
"167","","liberalerna"
